name,age,street,city,state,zip,lng,lat
Ronald Williams,58,30744 Amy Spurs Apt. 258,Jaredstad,Missouri,35246,75.626565,-87.142957
Brett Norton,64,207 Daniel Coves Suite 450,West Stephanieville,New Jersey,87920,16.118081,-78.105141
Michelle Hunter,44,0410 Lynch Field Apt. 289,Martinborough,Mississippi,01402,178.361260,-9.2107665
Christine Bell,57,927 Mark Parkways Apt. 681,Port Danielberg,New York,65395,109.628375,66.496964
David Dixon,30,230 Diane Landing Suite 426,North Todd,Arkansas,56972,-108.684856,80.231373
John Thomas,59,298 Aaron Land Suite 808,Hamiltonport,Montana,99195,-71.012102,-60.238660
Justin Gonzales,68,01533 Hardy Knolls Apt. 708,Vickieborough,Montana,07034,68.785988,-55.927696
April Ramos,44,95980 Black Grove,South Royton,Mississippi,65665,135.313734,-78.429262
Tanner Lambert,40,5527 Breanna Corners Suite 768,North Joseph,Arkansas,13103,-76.063904,59.5466205
William Reyes,25,2178 Stephen Dale Apt. 737,Aliciaberg,Alabama,20018,80.388420,-47.2574825
Michael Martin,22,260 Bean Plaza,West Christopher,South Carolina,26591,151.857085,36.624145
Gregory Meyers,69,0495 Andrews Manors Apt. 822,Lambmouth,Virginia,28902,162.423184,-75.4135605
Seth Guerrero,44,7875 David Mountain Suite 397,South Michelleberg,Massachusetts,71594,30.366937,45.9900075
John Knight,26,456 Larson Bypass Suite 534,West Davidview,Alaska,39422,-105.680658,86.275108
Julie Carter,68,90370 Ashley Forks,South Brian,Ohio,22438,77.155731,-9.601273
Austin Brown,77,1560 Hamilton Branch,South Susan,Louisiana,74514,-156.901216,28.582542
Tammy Decker,43,482 Pace Crest Apt. 080,New Elizabeth,Colorado,13938,-53.628160,11.8476025
Gregory Tran,63,531 Larson Meadows,Port Saraville,Wisconsin,29540,-162.442386,-79.8581805
Gregory Bean,37,99753 Nicholas Island Suite 068,Smithstad,Connecticut,66528,122.043168,57.448352
Steven Berg,38,69395 Rodriguez Port,Ashleechester,Arkansas,67354,148.546683,-64.1713365
Lauren Jackson,55,85541 Justin Fort Suite 460,North Brenda,Illinois,96652,88.385141,-50.805489
Joshua Clark,74,666 Michael Falls Apt. 097,Davidborough,Nevada,80684,-67.775711,-22.652033
Kimberly Holden,41,3974 Charles Freeway Suite 945,West Williamton,Oregon,75357,-16.363506,-37.7150095
Felicia Hampton,23,159 Scott Road,Stephanieside,South Dakota,99347,43.524056,-6.503539
Julie Nolan,34,9467 Hunter Roads Apt. 240,Mataborough,Alabama,55267,-160.603005,69.266372
Jon Brown,23,457 Michael Plain Apt. 263,Josephfurt,Wisconsin,59016,-153.813516,72.0511695
Amanda Smith,26,285 Emily Stream Suite 191,Lisamouth,Mississippi,09963,-168.717571,-68.2562425
Ronald Griffin,74,2850 Haley Via,Melendezville,Illinois,95630,-115.933395,67.5001465
Natasha Thompson,42,8489 Montes Orchard,Armstrongstad,Florida,31339,57.725419,-85.746127
Kristin Patel,22,19797 Hurley Rue Apt. 010,North Kenneth,Washington,30932,-172.550993,56.138631
Kimberly Baker,23,79576 Morales Rapid,Kyleshire,Georgia,59841,18.516713,-48.246058
Ronald Quinn,25,6596 Lucas Springs Suite 015,Romerobury,New Jersey,99750,-140.889147,50.0045635
Rebecca Reyes,23,197 Garza Ferry,South David,Delaware,06432,-44.644256,86.1419675
Joel Chavez,35,20956 Joseph Landing Suite 726,West Leslieshire,Kansas,67660,84.179949,40.195748
Andrew Parker,79,26492 Alison Station Suite 793,Nelsonmouth,Hawaii,25281,-5.851245,16.9379605
Pam Allen,40,03533 Becker Center,Erikaside,Ohio,52625,-150.413764,-13.6071255
David Smith,42,7802 Schneider Skyway Suite 830,Seanberg,Pennsylvania,58175,-15.555716,3.2110565
Matthew Munoz,19,49270 Robert Tunnel Suite 615,South Brandyberg,Idaho,15636,-27.290184,-41.436279
David Oconnor,71,8966 Anita Hill,South Donnaport,South Dakota,93372,-63.634390,27.3193845
Timothy Watson,41,318 Michael Lodge,East Tracey,South Carolina,94609,28.420076,74.6571135
Diana Crawford,44,2389 Rivas View,Port Bobbystad,California,73032,51.778131,86.725730
Shaun Brown,77,341 Richard Street,South Kennethberg,Kentucky,88606,35.314597,24.431606
Patricia Jensen,65,52393 Elizabeth Ports,East Angelicaton,Texas,33870,-166.256476,-71.632733
Mike Green,32,6617 Burke Fords Suite 578,Rodriguezfurt,Georgia,89098,124.708022,-61.524987
Joshua Wilson,18,007 Jessica Roads Apt. 534,Lake Brendabury,Utah,85824,-66.349493,-1.052991
Raven Dillon,28,2424 Riggs Fort,Josephview,Louisiana,26511,148.137219,-55.721993
Adam Goodwin,44,33181 Cassandra Row,New Marytown,Ohio,00679,161.310894,-85.606539
Erin Montgomery,29,71256 Anderson Radial,East Haroldshire,North Dakota,65691,69.663362,-74.7476325
Larry Nolan,48,53817 Michael Centers,South Kimberly,New Hampshire,23553,38.408849,-79.8038155
Charles Snow,40,47957 Virginia Stream Suite 244,Michaelville,Mississippi,60494,159.204223,-55.780861
Susan Williams,26,0861 Lee Course Suite 820,North Calvin,California,37282,-135.583920,42.230495
Charles White,48,049 Frazier Creek Apt. 251,Campbellbury,Mississippi,45463,103.506790,-58.326989
Michael Jimenez,79,8461 Leonard Park,Michaeltown,Connecticut,08242,175.634445,-32.419290
April Griffith,22,596 Sarah Ville,East Laurenport,Ohio,41678,166.626673,18.5208795
Dale Gould,60,5406 Lopez Island,Joneshaven,Indiana,84989,-43.013593,56.147456
Jessica Hall,60,6842 Payne Stravenue,Stewartbury,New Hampshire,55973,70.963337,63.2813985
Kelly Morales,69,839 Leslie Trail,Millerburgh,Alabama,74148,-163.490178,42.0174045
Aaron Foster,65,36765 Lisa Ridges,East John,Nevada,86647,101.910960,-62.1437485
Stacey Chung,79,47115 Gregory Islands,New Pamelaside,Idaho,57563,48.897133,-39.6568875
Trevor Cross,70,0161 Anthony Street,South Danielleport,Iowa,40414,-172.520154,-71.686328
Seth Rivera,36,193 Holland Plain,Lake Angelaburgh,Massachusetts,12297,13.766687,86.5783785
Drew Levine,39,74363 Maxwell Mission Suite 507,South Richardtown,South Carolina,07815,142.159984,36.538227
Kenneth Watson,80,49927 Coffey Squares,Harrychester,Minnesota,94671,48.498580,37.9783685
Tracy Harrison,20,99829 Smith Square Suite 637,West Danieltown,Colorado,38457,-120.206115,-47.4355925
Jose Serrano,41,211 Carrie Lake,West Douglasport,Arizona,83759,104.247669,-34.718921
Gregory Parsons,54,357 Susan Isle,Kellyview,Ohio,98506,-68.528349,61.876977
Katherine Wilson,57,0706 White Shoals,Wilsonport,Alabama,34104,-152.334927,-70.7532665
Julie Tucker,53,784 Flynn Throughway Apt. 424,South Bruceburgh,Pennsylvania,70531,-134.859742,61.325475
Vanessa Bonilla,55,659 Andrew Freeway,East Davidport,Kentucky,75876,-93.159265,23.1360725
Eric Johnson,20,749 Charles Ridge Suite 417,North Josephchester,Colorado,59504,-120.213991,-85.0936445
David Smith,30,52105 Karen Lodge Apt. 744,Fernandezbury,Texas,53888,-128.594558,-45.8037725
Brianna Rodriguez,45,7150 Baird Landing,Carlaville,Ohio,17155,-1.253394,-72.1352065
Dr. Christopher Ferguson,79,0359 Andrea Glen,Emilymouth,Kentucky,50145,-95.608723,74.909578
Ana Bell,52,14145 Michael Grove Suite 866,Milesberg,Florida,23312,8.706903,43.113305
Anne White,79,3833 Vasquez Mountain Apt. 860,North Kayla,Idaho,14784,19.134423,8.3537405
Samantha Pacheco,27,519 Reynolds Keys Apt. 882,Petersonberg,New Hampshire,50999,-108.103210,-3.276069
Kyle Montes,70,6513 Stephanie Loop Suite 706,Jessicaburgh,New York,07702,-142.740467,-17.215582
Shannon Newman,37,6229 Morton Ramp Suite 316,Hillport,Maryland,06232,92.785703,47.898127
Blake Chung,31,46006 Shaw Brooks Suite 159,Smithshire,Idaho,89902,5.205614,-89.487082
Alicia Daugherty,63,903 Randy Squares,Wattsland,Mississippi,90993,66.394031,-66.7749625
David Maynard,29,463 Marcus Locks,Karenport,Illinois,78853,17.499089,-66.8771345
Clayton Mcdonald,59,5914 Rodriguez Mountain Suite 659,New Calebport,Alabama,12150,129.645679,-79.156605
Laura Sims,31,05459 Kevin Views,Amyfort,Maryland,57663,6.104941,28.814684
Alan Sanchez,28,3357 Michael Plaza,Johnbury,Maine,59763,107.006529,69.4170835
Courtney Bryant,41,56748 Robinson Mount Apt. 599,Duranland,Delaware,38481,-51.116635,-64.9057465
Rhonda Wright,19,776 Ross Courts,Loriview,Arkansas,74472,-97.905984,86.893034
Kristopher Patton,50,42753 Miller Gardens Apt. 440,Port Jasontown,South Carolina,23778,148.019813,-22.731847
Kathryn Mora,64,8111 Ashley Ford,West Brianton,Idaho,03766,-41.806975,-42.918852
Michelle Bowman,61,803 Brown Ville Apt. 433,Edwardfurt,Minnesota,16901,104.325807,-56.800075
Patricia Hudson,41,626 Delacruz Isle Apt. 904,Hannahmouth,Rhode Island,65615,46.820977,7.423970
Anna Adams,78,1539 Aaron Parkways Suite 367,West Alyssaport,Delaware,36061,71.431322,79.4068055
Matthew Lamb,22,35341 Eddie Island Apt. 382,Bennettborough,Vermont,20394,159.045989,69.7319305
Mary Rocha,46,0241 Mary Ranch,Bowenbury,Delaware,19283,-178.400058,-11.066013
Todd King,45,132 Melinda Estates Suite 072,Alexanderview,Colorado,76257,-99.703447,75.767269
Jesse Schroeder,48,29068 Smith Orchard Suite 920,Allenburgh,Texas,54130,39.466632,26.9256555
Dillon King,35,4033 Dennis Field,North Pamelafort,South Carolina,60454,-39.537154,67.6033505
Alyssa Adams,69,0009 Timothy Squares Suite 709,Karenmouth,Kansas,43024,67.452497,-60.947372
Matthew Nguyen,70,3392 Kayla Loop Suite 911,Port Carrieburgh,Indiana,42519,-36.485070,59.753430
Brianna Mccullough,77,55662 Clark Turnpike Suite 651,Justinborough,Alabama,92061,-167.069770,-59.3028665
Cheyenne Bailey,36,6474 Cole Forks Suite 401,Palmerburgh,South Carolina,06849,163.033344,-20.1109295
Janet Brown,19,84809 Flores Drives,South Dustinshire,Utah,89607,157.482943,-3.602723
Stacy Taylor,22,206 Angela Squares Apt. 866,Lake Peter,Louisiana,66911,-71.848203,6.012558
Amy Lopez,65,517 Christopher Street,South Jennifer,Michigan,44818,68.496042,-24.2574065
Gregory Riley,66,10021 Bullock Crest,North David,Florida,15644,-7.395178,-15.8916765
Meagan Kaiser,49,3424 James Passage,Port Tanya,Wisconsin,67335,-77.279044,-15.5947465
Amber Reilly,74,554 Crystal Estates,West Denisefurt,Florida,79782,160.027921,47.7382325
Laura Austin,54,2148 Paul Isle Suite 768,West Arthur,Nevada,76771,-78.783336,-12.6854615
Susan Evans,64,0188 Terri Stream,Amandaland,Kansas,14691,2.307638,11.021827
Teresa Pitts,45,180 John Spring Suite 570,Wardhaven,North Carolina,30546,41.336353,67.873308
Megan Williams,35,585 Wilson Place,Duncantown,California,94521,-107.026837,-11.496973
Joy Wolfe,41,161 Wilson Field Suite 770,Elizabethhaven,Missouri,25838,-68.886950,54.7111225
Barbara Ruiz,51,30906 Maria Roads Apt. 575,New Feliciafort,Massachusetts,74052,-141.693444,10.3316655
Amy Miller,51,89007 Charlotte Islands Suite 870,Jessicachester,Connecticut,75293,71.499888,68.0775225
Shawn Anderson,68,904 Frazier Street,South Christopher,Maine,89339,-93.944629,44.056422
Jaime Bennett,80,71713 Austin Lodge,New Joseburgh,Kansas,22094,38.429741,-52.0546195
Mark Valdez,73,7090 Bennett Course,West Susan,West Virginia,42529,149.981728,-0.4796175
Mark Gill,36,033 David Light,New Peter,Virginia,99707,139.553439,48.4912605
Russell Rose,33,25423 Vincent Hill,West Troy,West Virginia,11254,106.764824,74.761961
Timothy Smith,21,692 Smith Walks,Barbarachester,Kansas,94107,-23.465070,78.3031235
Katherine Pierce,47,86577 Weaver Oval,Anthonyborough,Arkansas,82735,-88.820884,-18.8886495
Holly Newman,26,786 Rachel Pines,Monicastad,South Carolina,86599,-72.009053,-3.847338
Marie Mccoy,75,667 Ashley Plains,Brownbury,Kansas,43751,171.177394,-66.4737255
Terry Ellis,32,17508 Harvey Burgs Apt. 788,Michelemouth,Idaho,92478,-118.566374,-59.0954165
Leah Lyons,75,308 Martinez Park Suite 493,Rickborough,Ohio,83010,-177.727128,77.646852
Tamara Hernandez,76,8815 Gregory Haven,Johnsonchester,West Virginia,63641,-69.262435,84.636520
Malik Gonzalez,69,81359 Armstrong Bridge Suite 952,Cynthiaview,Louisiana,07007,85.842541,-14.9652255
Pamela Mcdaniel,42,07383 Ashley Gardens Suite 537,East Michael,Florida,13173,169.785688,-58.7078635
Katie Clark,77,6058 Torres Points,Christophershire,Hawaii,80243,-108.368503,-33.4374905
Christy Mckinney,64,5041 Holland Stream,North Amandahaven,South Carolina,33872,39.702136,-64.6460265
Tammy Mcbride,61,79662 Wilson Bypass Apt. 949,East Donaldtown,Tennessee,12771,-168.607607,8.5232845
Ellen Hamilton,36,690 Robert Dale Suite 622,Lake Jody,Pennsylvania,20120,22.893874,57.7834415
Scott Burke,55,45378 Rogers Court,New Josephville,Pennsylvania,35039,-120.806397,-19.533616
Jessica Johnson,32,510 Jessica Island,Port Christopher,Hawaii,23346,-109.618567,66.8875915
Danielle Clarke,78,8548 Buchanan Courts,North Kathleen,Mississippi,35784,-65.116268,53.951961
Christopher Hobbs,36,37458 Gordon Via Suite 693,Cooperbury,Arizona,56513,-5.716346,-56.2553865
Dylan Smith,41,017 Johnson Ferry Suite 635,Loriburgh,Minnesota,31238,102.682397,-28.397264
Sarah Howell,19,95939 Shelly Flat Apt. 316,Wongside,Maryland,39607,-23.381268,11.2966315
Margaret Horne,36,68499 Stephanie Curve,Susanton,Colorado,57468,-69.574060,-26.7546745
Lauren Petty,63,49215 Lauren Hill,New Jenniferchester,Montana,71103,-25.282376,61.1047705
Kevin Flores,25,46203 Travis Lane Apt. 168,New Donaldberg,Alabama,86758,23.457505,-81.7194335
Ashley Cooper,38,69625 Lopez Well Apt. 825,Alejandrahaven,Tennessee,92736,-114.756490,-30.5952405
Alexis Johnson,46,98549 Bartlett Center Suite 289,Dukeberg,Utah,26386,-178.155958,76.7503505
Diane Osborne MD,69,69498 Olsen Dam,Amberville,North Carolina,23258,159.801033,52.228310
Wayne Baker,72,87609 Beth Summit Suite 314,Port Traceybury,Arkansas,74119,61.099608,-16.228017
Adam Miller,26,579 Andre Curve,Josephfurt,Arkansas,30132,98.760269,-14.0533765
Michael Smith,77,95951 Harold Spurs,West Vincenttown,North Dakota,06290,-135.120551,13.4839655
Hayley Archer,29,536 Andrews Park Apt. 686,Nancyville,Arizona,36201,98.399886,-2.647589
Deborah Lopez,53,9210 Kristin Mall,Patriciaport,Nebraska,15498,38.566294,-31.118836
Glenn Ramos,45,360 Peterson Ville Suite 084,Jasonmouth,Nebraska,60586,-169.314466,-62.2530625
Justin Brown,44,72122 Christopher Coves,West Nathan,Montana,22255,70.368332,-42.552369
Darren Gomez,74,10651 Garcia Walk Apt. 202,North Michelle,Vermont,84733,83.850392,88.633693
Daniel Gamble,57,78504 Kristin Square,East Monica,Pennsylvania,24838,-96.148164,78.231623
Dr. James Fields DDS,22,32104 Adkins Brooks,South Danielberg,Maryland,88959,-29.267930,-22.100995
Christine Larsen,56,9400 Scott Isle,Port Cliffordshire,Nevada,28046,9.883495,-0.1958875
Kirk Rodriguez,70,68714 Matthew Cliff,Lake Garymouth,North Carolina,24259,-32.536638,-5.8452485
Tracy Obrien,51,59684 Todd Lock,East Kristinborough,Massachusetts,72734,-151.791091,18.3501035
Angela Macdonald,31,899 Hardy Ferry Suite 625,New Sonyashire,Utah,55484,-177.774405,-88.215187
James Sanchez,31,602 Kim Dale,Lake Emilyville,Maine,26358,135.853142,76.048928
Nicole Lewis,64,490 Johnson Keys,Lake Brandon,Pennsylvania,76519,-27.141633,2.6508795
Desiree Ellis,38,590 Daniel Meadow Suite 435,Perezchester,New Mexico,19940,-35.378419,45.370724
Benjamin Rivera,66,237 Martin Groves,Maysside,Colorado,16726,5.700081,-36.7818155
Marcus Gaines,44,482 Sullivan Spring,Cindyland,Pennsylvania,11482,143.852708,-78.8339935
Nancy Sawyer,66,475 Ruiz Forks Apt. 648,North Aaronfort,Mississippi,90659,38.718692,7.9721985
Bradley Murphy,56,3048 Orr Pass Apt. 352,Port Lisa,Virginia,99075,159.977217,15.4925005
Michael Mullins,70,4368 Fowler Flats,Guerraside,Missouri,13628,33.431848,46.7969305
Jennifer Stevens,46,645 Hughes Point Apt. 468,East Mark,Indiana,11424,171.788099,17.760778
Matthew White,66,21306 Stafford Row Suite 385,Williamsonland,Kansas,54350,-170.735832,-38.0927955
Brandy Franklin,26,500 Linda Glen Apt. 138,West Mikeport,Utah,67407,39.434354,53.340312
Michael Ray,62,867 Andrews Camp,East Kathleentown,Idaho,62954,-157.042248,-20.474021
Kelly Tran,20,85590 Jennifer Forge,Port Madison,New Jersey,14279,-164.267480,6.485100
Paul Williamson,37,940 Turner Mount,South Melissaland,California,10188,74.692428,32.928894
Michael Nelson,32,889 Benson Route Suite 597,Jacobfort,Minnesota,92077,116.844155,30.5898585
Tasha Williams,48,9533 Mary Heights,South Robinhaven,Tennessee,32532,-104.044808,62.2184055
Tracy Harris,30,02670 Rivers River Apt. 660,Christinaview,Delaware,32877,128.379498,-40.1331345
Melissa Baker,76,7624 Tyler Tunnel,Reyeston,Indiana,38225,166.286006,-69.684750
Nicole Johnson,50,0141 Wilkins Loop,Aprilfort,South Dakota,84200,11.339753,48.022605
Erika Garrison,67,092 Katherine Freeway Apt. 476,Banksberg,Idaho,01486,-115.854700,38.771543
Veronica Cross,68,9749 Brandy Plains,West Wanda,Michigan,91217,25.570724,-53.3291715
Jacqueline Clark,57,0041 Greg Lane Apt. 713,Brookeborough,Montana,13621,35.552203,-3.704200
Thomas Butler,45,21684 Nathaniel Stream,Lake Chadchester,Idaho,82973,59.971612,-85.0989565
Ashley Jordan MD,75,30445 Lara Lodge Suite 313,Perryberg,Wyoming,38011,-84.996778,14.449657
Joshua Wilson,51,80038 Jenkins Lake,Johnsonside,South Carolina,61347,-153.029278,-63.5175795
Laura Lewis,42,861 Ortega Burg,New Benjaminfort,New York,97890,93.195853,-21.9125655
Nicholas Hutchinson,36,276 Tran Lake,Port Elizabeth,Nevada,03005,128.539815,-52.737294
Laura Kim,47,6296 Garrison Locks,Michaelstad,New Mexico,64651,-149.639752,82.1204675
Cynthia Stokes,41,488 Brandon Mission,West Elizabeth,Oklahoma,76895,-78.518004,16.900897
Heather Shelton,44,25379 Flores Way,North Michael,Mississippi,46653,-107.756476,70.4984535
Sydney Adams,56,00794 Kim Falls,Rachaelside,South Carolina,01717,-93.123579,38.0893115
Carrie Bonilla MD,51,63330 Spencer Extensions,Brennanchester,Wyoming,05316,-60.359613,72.1827785
Mrs. Sarah Franklin,39,4884 Andrea Route Apt. 889,Laurenside,South Dakota,53392,149.690053,-65.8809035
Anne Mcknight,33,613 Hall Station Apt. 765,North Larryshire,Indiana,85157,-113.001543,8.881036
Craig Erickson,53,14624 Marvin Mountains Apt. 768,Lewisfort,New Hampshire,29470,5.047492,21.2430705
Kevin Chandler,48,27092 Geoffrey Spur,Collinsbury,Colorado,38293,20.307258,-36.1509335
Brandon Mora,29,504 Lynn Crescent,West Rickey,Maine,15654,96.604741,78.9581845
Annette Thompson,66,126 Carolyn Locks,Wardton,Ohio,09211,173.360641,-23.0431005
Ryan Hudson,49,1574 Adam Highway,Lake Danieltown,California,03357,145.479061,-34.492189
Crystal Barnett,50,21664 Key Lights Apt. 133,Keithborough,Nevada,14057,-155.174456,-88.7148525
Benjamin Graham,18,21253 Ronald Station,East Michaelchester,Arizona,21143,65.183905,-71.3616515
Dawn Phelps,60,8449 Kirk Path,Peckview,Illinois,30419,-14.114103,34.3098835
Tiffany Marshall,22,77488 Wu Burg Apt. 998,New John,Alabama,41034,151.059420,-0.6572675
Mrs. Deanna Miller,23,7872 Hernandez Streets,Gregoryville,Indiana,03658,91.148892,13.5518465
Nancy Mcdaniel,38,18053 Lisa Corners Suite 926,North Stephanie,Washington,83395,-88.742317,14.7557465
Christy Miller,69,80253 Shepherd Club,West Amanda,Hawaii,69633,23.273085,44.985197
Jared Chen,46,4526 Lopez Union,North Angelastad,Wisconsin,21671,167.158584,20.215971
Peter Sawyer,69,278 Victor Springs,Sarahhaven,Ohio,55504,159.552272,63.8151905
Ryan Gill,31,32681 Martinez Corners,Ramosshire,Mississippi,29569,56.790454,-17.5853875
Shelley Robbins,79,3628 Jack Summit Suite 456,West Ashleyburgh,Mississippi,21531,-21.290621,-57.4933775
Nancy Lee,47,342 Smith Throughway Apt. 876,West Kellymouth,Hawaii,10773,-94.569796,-84.5445075
Pamela Anderson,43,26029 Matthews Freeway Apt. 095,New Andrew,Rhode Island,47351,171.629254,30.164524
Jacob Gray,72,99297 Miller Park,South Marissaville,Wyoming,01644,-25.676965,-83.1668435
James Miller,20,9173 Michael Isle Suite 872,Jenniferfurt,Colorado,83815,70.529279,-58.442054
Jerry Lewis,62,209 Karen Ways,West Cameronstad,Arkansas,76351,108.400784,50.282736
Wendy Goodman,41,2786 Sullivan Stream Apt. 407,North Alexander,West Virginia,99191,27.045422,-33.1023095
Jessica Hernandez,58,8397 Robert Inlet,North Bryan,Ohio,56552,-85.900096,42.846331
Kim Richards,40,444 Michael Lights Apt. 757,West Marychester,Rhode Island,68564,127.012819,-80.2884585
